CountryCode,SeriesCode,Year,DESCRIPTION
"EST","SH.DYN.MORT","YR1988","Uncertainty bound is 17.5 - 18.7"
"EST","SH.DYN.MORT","YR1989","Uncertainty bound is 17.3 - 18.5"
"EST","SH.DYN.MORT","YR1990","Uncertainty bound is 17.1 - 18.3"
"EST","SH.DYN.MORT","YR1991","Uncertainty bound is 16.9 - 18.1"
"EST","SH.DYN.MORT","YR1992","Uncertainty bound is 16.6 - 17.9"
"EST","SH.DYN.MORT","YR1993","Uncertainty bound is 16.3 - 17.6"
"EST","SH.DYN.MORT","YR1994","Uncertainty bound is 15.7 - 17"
"EST","SH.DYN.MORT","YR1995","Uncertainty bound is 15 - 16.3"
"EST","SH.DYN.MORT","YR1996","Uncertainty bound is 14.1 - 15.5"
"EST","SH.DYN.MORT","YR1997","Uncertainty bound is 13.2 - 14.5"
"EST","SH.DYN.MORT","YR1998","Uncertainty bound is 12.3 - 13.5"
"EST","SH.DYN.MORT","YR1999","Uncertainty bound is 11.4 - 12.6"
"EST","SH.DYN.MORT","YR2000","Uncertainty bound is 10.5 - 11.6"
"EST","SH.DYN.MORT","YR2001","Uncertainty bound is 9.6 - 10.7"
"EST","SH.DYN.MORT","YR2002","Uncertainty bound is 8.8 - 9.8"
"EST","SH.DYN.MORT","YR2003","Uncertainty bound is 8 - 9"
"EST","SH.DYN.MORT","YR2004","Uncertainty bound is 7.4 - 8.2"
"EST","SH.DYN.MORT","YR2005","Uncertainty bound is 6.7 - 7.5"
"EST","SH.DYN.MORT","YR2006","Uncertainty bound is 6.1 - 6.9"
"EST","SH.DYN.MORT","YR2007","Uncertainty bound is 5.6 - 6.3"
"EST","SH.DYN.MORT","YR2008","Uncertainty bound is 5.1 - 5.8"
"EST","SH.DYN.MORT","YR2009","Uncertainty bound is 4.7 - 5.3"
"EST","SH.DYN.MORT","YR2010","Uncertainty bound is 4.3 - 4.9"
"EST","SH.DYN.MORT","YR2011","Uncertainty bound is 3.9 - 4.5"
"EST","SH.DYN.MORT","YR2012","Uncertainty bound is 3.6 - 4.2"
"EST","SH.DYN.MORT","YR2013","Uncertainty bound is 3.4 - 3.9"
"EST","SH.DYN.MORT","YR2014","Uncertainty bound is 3.1 - 3.7"
"EST","SH.DYN.MORT","YR2015","Uncertainty bound is 2.9 - 3.4"
"EST","SH.DYN.MORT","YR2016","Uncertainty bound is 2.7 - 3.2"
"EST","SH.DYN.MORT","YR2017","Uncertainty bound is 2.6 - 3.1"
"EST","SH.DYN.MORT","YR2018","Uncertainty bound is 2.4 - 2.9"
"EST","SH.DYN.MORT","YR2019","Uncertainty bound is 2.3 - 2.8"
"EST","SH.DYN.MORT","YR2020","Uncertainty bound is 2.2 - 2.7"
"EST","SH.DYN.MORT","YR2021","Uncertainty bound is 2 - 2.6"
"EST","SH.DYN.MORT","YR2022","Uncertainty bound is 1.9 - 2.5"
"EST","SH.DYN.MORT","YR2023","Uncertainty bound is 1.8 - 2.5"
"EST","SH.DYN.MORT","YR2024","Uncertainty bound is 1.7 - 2.5"
"EST","SH.STA.OWAD.ZS","YR1990","Plausible bound is 40.6 - 46.48."
"EST","SH.STA.OWAD.ZS","YR1991","Plausible bound is 40.96 - 46.4."
"EST","SH.STA.OWAD.ZS","YR1992","Plausible bound is 41.36 - 46.37."
"EST","SH.STA.OWAD.ZS","YR1993","Plausible bound is 41.74 - 46.42."
"EST","SH.STA.OWAD.ZS","YR1994","Plausible bound is 42.16 - 46.51."
"EST","SH.STA.OWAD.ZS","YR1995","Plausible bound is 42.61 - 46.69."
"EST","SH.STA.OWAD.ZS","YR1996","Plausible bound is 43.17 - 46.92."
"EST","SH.STA.OWAD.ZS","YR1997","Plausible bound is 43.72 - 47.23."
"EST","SH.STA.OWAD.ZS","YR1998","Plausible bound is 44.34 - 47.62."
"EST","SH.STA.OWAD.ZS","YR1999","Plausible bound is 45 - 48.11."
"EST","SH.STA.OWAD.ZS","YR2000","Plausible bound is 45.69 - 48.6."
"EST","SH.STA.OWAD.ZS","YR2001","Plausible bound is 46.39 - 49.13."
"EST","SH.STA.OWAD.ZS","YR2002","Plausible bound is 47.1 - 49.67."
"EST","SH.STA.OWAD.ZS","YR2003","Plausible bound is 47.8 - 50.21."
"EST","SH.STA.OWAD.ZS","YR2004","Plausible bound is 48.51 - 50.76."
"EST","SH.STA.OWAD.ZS","YR2005","Plausible bound is 49.14 - 51.32."
"EST","SH.STA.OWAD.ZS","YR2006","Plausible bound is 49.74 - 51.87."
"EST","SH.STA.OWAD.ZS","YR2007","Plausible bound is 50.28 - 52.39."
"EST","SH.STA.OWAD.ZS","YR2008","Plausible bound is 50.77 - 52.9."
"EST","SH.STA.OWAD.ZS","YR2009","Plausible bound is 51.2 - 53.4."
"EST","SH.STA.OWAD.ZS","YR2010","Plausible bound is 51.54 - 53.89."
"EST","SH.STA.OWAD.ZS","YR2011","Plausible bound is 51.83 - 54.37."
"EST","SH.STA.OWAD.ZS","YR2012","Plausible bound is 52.09 - 54.89."
"EST","SH.STA.OWAD.ZS","YR2013","Plausible bound is 52.28 - 55.46."
"EST","SH.STA.OWAD.ZS","YR2014","Plausible bound is 52.46 - 56.02."
"EST","SH.STA.OWAD.ZS","YR2015","Plausible bound is 52.6 - 56.63."
"EST","SH.STA.OWAD.ZS","YR2016","Plausible bound is 52.72 - 57.29."
"EST","SH.STA.OWAD.ZS","YR2017","Plausible bound is 52.8 - 57.97."
"EST","SH.STA.OWAD.ZS","YR2018","Plausible bound is 52.89 - 58.64."
"EST","SH.STA.OWAD.ZS","YR2019","Plausible bound is 52.93 - 59.3."
"EST","SH.STA.OWAD.ZS","YR2020","Plausible bound is 52.99 - 59.99."
"EST","SH.STA.OWAD.ZS","YR2021","Plausible bound is 53.04 - 60.66."
"EST","SH.STA.OWAD.ZS","YR2022","Plausible bound is 53.04 - 61.29."
"EST","SI.DST.FRST.20","YR1993","Based on data from HIES. Estimated from grouped income data."
"EST","SI.DST.FRST.20","YR1995","Based on data from HIES. Estimated from grouped consumption data."
"EST","SI.DST.FRST.20","YR1998","Based on data from HIES. Estimated from grouped consumption data."
"EST","SI.DST.FRST.20","YR2000","Based on data from HBS. Estimated from unit-record consumption data."
"EST","SI.DST.FRST.20","YR2001","Based on data from HBS. Estimated from unit-record consumption data."
"EST","SI.DST.FRST.20","YR2002","Based on data from HBS. Estimated from unit-record consumption data."
"EST","SI.DST.FRST.20","YR2003","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2004","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2005","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2006","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2007","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2008","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2009","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2010","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2011","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2012","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2013","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2014","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2015","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2016","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2017","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2018","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2019","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2020","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2021","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2022","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.DST.FRST.20","YR2023","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR1993","Based on data from HIES. Estimated from grouped income data."
"EST","SI.POV.DDAY","YR1995","Based on data from HIES. Estimated from grouped consumption data."
"EST","SI.POV.DDAY","YR1998","Based on data from HIES. Estimated from grouped consumption data."
"EST","SI.POV.DDAY","YR2000","Based on data from HBS. Estimated from unit-record consumption data."
"EST","SI.POV.DDAY","YR2001","Based on data from HBS. Estimated from unit-record consumption data."
"EST","SI.POV.DDAY","YR2002","Based on data from HBS. Estimated from unit-record consumption data."
"EST","SI.POV.DDAY","YR2003","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2004","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2005","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2006","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2007","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2008","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2009","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2010","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2011","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2012","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2013","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2014","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2015","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2016","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2017","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2018","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2019","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2020","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2021","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2022","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.DDAY","YR2023","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR1993","Based on data from HIES. Estimated from grouped income data."
"EST","SI.POV.GINI","YR1995","Based on data from HIES. Estimated from grouped consumption data."
"EST","SI.POV.GINI","YR1998","Based on data from HIES. Estimated from grouped consumption data."
"EST","SI.POV.GINI","YR2000","Based on data from HBS. Estimated from unit-record consumption data."
"EST","SI.POV.GINI","YR2001","Based on data from HBS. Estimated from unit-record consumption data."
"EST","SI.POV.GINI","YR2002","Based on data from HBS. Estimated from unit-record consumption data."
"EST","SI.POV.GINI","YR2003","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2004","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2005","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2006","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2007","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2008","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2009","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2010","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2011","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2012","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2013","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2014","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2015","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2016","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2017","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2018","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2019","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2020","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2021","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2022","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.GINI","YR2023","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.NAHC","YR2003","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2004","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2005","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2006","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2007","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2008","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2009","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2010","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2011","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2012","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2013","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2014","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2015","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2016","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2017","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2018","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2019","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2020","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2021","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.NAHC","YR2022","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate."
"EST","SI.POV.UMIC","YR1993","Based on data from HIES. Estimated from grouped income data."
"EST","SI.POV.UMIC","YR1995","Based on data from HIES. Estimated from grouped consumption data."
"EST","SI.POV.UMIC","YR1998","Based on data from HIES. Estimated from grouped consumption data."
"EST","SI.POV.UMIC","YR2000","Based on data from HBS. Estimated from unit-record consumption data."
"EST","SI.POV.UMIC","YR2001","Based on data from HBS. Estimated from unit-record consumption data."
"EST","SI.POV.UMIC","YR2002","Based on data from HBS. Estimated from unit-record consumption data."
"EST","SI.POV.UMIC","YR2003","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2004","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2005","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2006","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2007","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2008","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2009","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2010","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2011","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2012","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2013","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2014","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2015","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2016","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2017","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2018","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2019","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2020","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2021","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2022","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.POV.UMIC","YR2023","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR1993","Based on data from HIES. Estimated from grouped income data."
"EST","SI.SPR.PGAP","YR1995","Based on data from HIES. Estimated from grouped consumption data."
"EST","SI.SPR.PGAP","YR1998","Based on data from HIES. Estimated from grouped consumption data."
"EST","SI.SPR.PGAP","YR2000","Based on data from HBS. Estimated from unit-record consumption data."
"EST","SI.SPR.PGAP","YR2001","Based on data from HBS. Estimated from unit-record consumption data."
"EST","SI.SPR.PGAP","YR2002","Based on data from HBS. Estimated from unit-record consumption data."
"EST","SI.SPR.PGAP","YR2003","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2004","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2005","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2006","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2007","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2008","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2009","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2010","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2011","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2012","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2013","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2014","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2015","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2016","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2017","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2018","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2019","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2020","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2021","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2022","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SI.SPR.PGAP","YR2023","Based on data from EU-SILC. Estimated from unit-record income data."
"EST","SL.EMP.WORK.FE.ZS","YR1997","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR1998","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR1999","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2000","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2001","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2002","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2003","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2004","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2005","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2006","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2007","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2008","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2009","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2010","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2011","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2012","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2013","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2014","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2015","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2016","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2017","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2018","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2019","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2020","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2021","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2022","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2023","Adjusted"
"EST","SL.EMP.WORK.FE.ZS","YR2024","Adjusted"
"EST","SL.EMP.WORK.ZS","YR1997","Adjusted"
"EST","SL.EMP.WORK.ZS","YR1998","Adjusted"
"EST","SL.EMP.WORK.ZS","YR1999","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2000","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2001","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2002","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2003","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2004","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2005","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2006","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2007","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2008","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2009","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2010","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2011","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2012","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2013","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2014","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2015","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2016","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2017","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2018","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2019","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2020","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2021","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2022","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2023","Adjusted"
"EST","SL.EMP.WORK.ZS","YR2024","Adjusted"
"EST","SN.ITK.DEFC.ZS","YR2005","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2006","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2007","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2008","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2009","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2010","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2011","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2012","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2013","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2014","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2015","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2016","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2017","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2018","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2019","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2020","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2021","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2022","Proportion of undernourished less than 2.5 percent"
"EST","SN.ITK.DEFC.ZS","YR2023","Proportion of undernourished less than 2.5 percent"
"EST","SP.DYN.TFRT.IN","YR2015","Break in series."
"EST","SP.UWT.TFRT","YR2006","Source: 2006 HBEAP. Unmet need data do not necessarily correspond to the 2012 DHS definition."
"EST","SP.UWT.TFRT","YR2010","Source: 2010 HBEAP. Unmet need data do not necessarily correspond to the 2012 DHS definition."
"EST","SP.UWT.TFRT","YR2014","Source: 2014 WHS. Unmet need data do not necessarily correspond to the 2012 DHS definition."
"ETH","IT.NET.USER.ZS","YR1990","Source: Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency."
"ETH","IT.NET.USER.ZS","YR1995","Source: Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency."
"ETH","IT.NET.USER.ZS","YR1996","Source: Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency."
"ETH","IT.NET.USER.ZS","YR1997","Source: Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency."
"ETH","IT.NET.USER.ZS","YR1998","Source: Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency."
